Date,year,month,week,X24hAverage,Ask,Bid,Last,TotalVolume,numberOfTransactions,nTweets,nNewsReuters,nNewsCryptocoin,searchInterest,nTweetsTopUser
2014-12-24,2014,12,52,331.53,324.4,323.94,324.04,26809.62,89515,NA,0,1,16,NA
2014-12-23,2014,12,52,334.22,336.36,335.66,336.01,30165.07,99770,NA,1,0,16,NA
2014-12-22,2014,12,51,328.27,331.49,331.02,331.25,43555.74,89437,NA,0,0,18,NA
2014-12-21,2014,12,51,325.2,322.54,322.26,322.59,31188.12,80829,NA,0,0,18,NA
2014-12-20,2014,12,51,324.72,329.89,329.53,329.84,41576.73,91493,NA,0,0,18,NA
2014-12-19,2014,12,51,313.11,319.26,319,319.1,49518.6,92052,NA,4,0,18,NA
2014-12-18,2014,12,51,313.6,311.77,311.29,311.43,115141.94,103161,NA,1,0,18,NA
2014-12-17,2014,12,51,324.07,319.86,319.16,319.4,106011.04,93704,NA,1,1,18,NA
2014-12-16,2014,12,51,337.16,330.47,329.55,330.01,81720.35,98790,NA,0,0,18,NA
2014-12-15,2014,12,50,348.59,347.6,347,347.44,42842.83,95727,NA,0,0,17,NA
2014-12-14,2014,12,50,349.79,351.24,351.05,351.19,30968.85,73926,NA,0,0,17,NA
2014-12-13,2014,12,50,349.14,349,348.04,348.79,31600.6,79512,NA,0,0,17,NA
2014-12-12,2014,12,50,351.53,353.54,353.11,353.31,41429.95,80103,NA,1,0,17,NA
2014-12-11,2014,12,50,352.57,348.18,347.72,347.92,88357.99,85829,NA,5,0,17,NA
2014-12-10,2014,12,50,350.41,348.18,347.81,348.13,44249.31,90695,NA,2,0,17,NA
2014-12-09,2014,12,50,354.14,352.29,351.98,352.21,86939.51,89587,NA,5,0,17,NA
2014-12-08,2014,12,49,370.83,366.46,365.95,366.04,40912.54,84498,NA,3,0,17,NA
2014-12-07,2014,12,49,377.45,377.38,376.79,377.13,14807.07,77357,NA,0,1,17,NA
2014-12-06,2014,12,49,376.21,376.28,375.81,376.02,23761.72,83633,NA,0,0,17,NA
2014-12-05,2014,12,49,373.55,378.31,377.66,378.32,46976.49,92900,NA,4,0,17,NA
2014-12-04,2014,12,49,375.4,371.42,370.93,371.01,45263.24,100829,NA,2,0,17,NA
2014-12-03,2014,12,49,380.21,377.44,376.91,377.29,39226.61,97296,NA,0,0,17,NA
2014-12-02,2014,12,49,382.94,382.69,382.26,382.1,34784.13,100786,NA,2,1,17,NA
2014-12-01,2014,12,48,380.65,381.98,381.35,382.05,29946.22,95220,NA,0,0,15,NA
2014-11-30,2014,11,48,378.54,378.2,377.89,378.12,25573.93,80934,NA,0,0,15,NA
2014-11-29,2014,11,48,379.08,376.65,376.46,376.55,102453.1,81452,NA,0,0,15,NA
2014-11-28,2014,11,48,369.99,377.6,377.05,377.39,75032.49,85987,NA,0,1,15,NA
2014-11-27,2014,11,48,371.98,370.03,369.45,369.92,25702.94,82979,NA,1,1,15,NA
2014-11-26,2014,11,48,372.72,364.6,367.48,366.8,52704.88,90019,NA,2,1,15,NA
2014-11-25,2014,11,48,383.52,377.88,377.49,377.53,72163.64,82813,NA,0,0,15,NA
2014-11-24,2014,11,47,374.92,381.04,379.98,380.71,73998.59,83797,NA,0,1,14,NA
2014-11-23,2014,11,47,358.96,368.5,367.78,367.31,37413.36,75041,NA,0,1,14,NA
2014-11-22,2014,11,47,357.06,353.06,352.6,353.03,38299.18,77832,NA,0,0,14,NA
2014-11-21,2014,11,47,NA,NA,NA,NA,NA,86577,NA,0,0,14,NA
2014-11-20,2014,11,47,366.8,357.93,357.64,357.89,64096.99,85497,NA,0,0,14,NA
2014-11-19,2014,11,47,378.66,377.19,376.77,377.16,46503.44,87321,NA,0,0,14,NA
2014-11-18,2014,11,47,381.6,377.25,376.9,377.26,80468.63,87524,NA,0,1,14,NA
2014-11-17,2014,11,46,396.55,388.15,387.9,388.15,98192.84,85201,NA,1,0,16,NA
2014-11-16,2014,11,46,383.31,388.48,387.62,388.03,28990.26,73338,NA,0,0,16,NA
2014-11-15,2014,11,46,387.74,377.31,377.05,377.06,36631.89,74831,NA,0,0,16,NA
2014-11-14,2014,11,46,397.78,398.26,397.46,398.1,69526.5,88631,NA,0,0,16,NA
2014-11-13,2014,11,46,432.05,417.24,417.13,418.15,123208.29,100117,NA,1,0,16,NA
2014-11-12,2014,11,46,393.44,420.89,420.56,420.73,95399.72,87769,NA,0,0,16,NA
2014-11-11,2014,11,46,367.37,366.69,366.54,366.69,40510.88,87338,NA,0,0,16,NA
2014-11-10,2014,11,45,365.65,368.02,367.67,367.92,78273.42,84819,NA,0,0,18,NA
2014-11-09,2014,11,45,350.71,359.74,359.45,359.55,58400.93,72217,NA,0,0,18,NA
2014-11-08,2014,11,45,344.38,346.03,345.73,345.82,21650.7,75950,NA,0,0,18,NA
2014-11-07,2014,11,45,345.95,342.02,341.75,341.85,46262,89542,NA,2,0,18,NA
2014-11-06,2014,11,45,343.11,349.1,348.52,348.83,47047.93,90341,NA,4,0,18,NA
2014-11-05,2014,11,45,337.55,340.33,339.79,340.29,51917.51,89249,NA,0,0,18,NA
2014-11-04,2014,11,45,327.52,329.19,328.8,329.11,41171.13,90386,NA,0,0,18,NA
2014-11-03,2014,11,44,328.57,326.15,325.67,326.03,34027.68,84522,NA,0,1,16,NA
2014-11-02,2014,11,44,325.04,325.91,325.42,325.82,23209.83,75827,NA,1,0,16,NA
2014-11-01,2014,11,44,331.41,324.97,324.41,324.77,46372.58,74548,NA,0,0,16,NA
2014-10-31,2014,10,44,342.45,340.33,340.16,340.18,48195.57,88062,NA,0,0,16,NA
2014-10-30,2014,10,44,338.23,347.5,346.49,347.23,68628.81,93338,NA,0,1,16,NA
2014-10-29,2014,10,44,348.83,336.63,336.31,336.47,45120.14,90268,NA,1,1,16,NA
2014-10-28,2014,10,44,355.26,355.39,355.1,355.38,19550.8,88600,NA,0,0,16,NA
2014-10-27,2014,10,43,353.92,353.79,353.41,353.77,30544.83,80135,NA,0,0,15,NA
2014-10-26,2014,10,43,351.49,354.68,354.24,354.66,28635.27,70537,NA,0,0,15,NA
2014-10-25,2014,10,43,351.19,349.86,349.19,349.85,47096.86,73440,NA,0,0,15,NA
2014-10-24,2014,10,43,358.27,357.36,356.86,357.42,40606.34,81643,NA,0,0,15,NA
2014-10-23,2014,10,43,370.85,359.45,359.14,358.75,63322.95,79173,NA,0,0,15,NA
2014-10-22,2014,10,43,384.94,383.89,383.26,383.43,25546.86,79546,NA,0,0,15,NA
2014-10-21,2014,10,43,385.71,386.32,385.82,386.04,31496.1,81421,NA,0,0,15,NA
2014-10-20,2014,10,42,383.8,383.91,382.94,383.93,37286.11,78443,NA,0,1,15,NA
2014-10-19,2014,10,42,390.38,388.73,388.42,388.46,12094.54,62664,NA,1,0,15,NA
2014-10-18,2014,10,42,381.9,390.52,390.03,390.39,28386.78,69474,NA,0,2,15,NA
2014-10-17,2014,10,42,NA,NA,NA,NA,NA,71826,NA,0,0,15,NA
2014-10-16,2014,10,42,388.38,380,379.81,379.84,62823.51,74010,NA,0,1,15,NA
2014-10-15,2014,10,42,394.8,392.74,392.65,392.65,61188.56,77131,NA,0,1,15,NA
2014-10-14,2014,10,42,401.38,405.49,405.23,405.45,92414.78,81491,NA,2,0,15,NA
2014-10-13,2014,10,41,377.64,398.31,397.87,398.2,77131.99,75304,NA,0,0,16,NA
2014-10-12,2014,10,41,363.03,376.16,375.6,375.92,41133.14,63946,NA,0,0,16,NA
2014-10-11,2014,10,41,360.25,363.25,362.62,363.16,33937.23,65724,NA,0,0,16,NA
2014-10-10,2014,10,41,362.67,358.8,358.14,358.65,67277.81,84811,NA,1,0,16,NA
2014-10-09,2014,10,41,362.18,356.5,356.13,356.33,126824.42,78944,NA,0,0,16,NA
2014-10-08,2014,10,41,337.28,352.17,351.94,349.8,80086.32,80324,NA,2,0,16,NA
2014-10-07,2014,10,41,329.19,329.68,329.29,329.75,77025.38,78745,NA,0,1,16,NA
2014-10-06,2014,10,40,322.44,334.55,334.04,334.17,164336.03,75126,NA,3,0,19,NA
2014-10-05,2014,10,40,318.06,302.12,300.96,301.66,158741.66,66673,NA,0,1,19,NA
2014-10-04,2014,10,40,348.92,329.39,329.23,329.89,84096.15,70430,NA,0,0,19,NA
2014-10-03,2014,10,40,370.65,356.5,355.89,356.05,51542.03,72698,NA,2,0,19,NA
2014-10-02,2014,10,40,381.77,373.94,373.47,374.05,27774.5,74630,NA,0,2,19,NA
2014-10-01,2014,10,40,384.14,385.01,383.65,384.6,27981.91,78197,NA,0,0,19,NA
2014-09-30,2014,9,40,379.44,388.64,388.1,385.03,37914.27,78590,NA,0,1,19,NA
2014-09-29,2014,9,39,393.52,376.32,374.36,376.53,24116.1,73283,NA,1,0,17,NA
2014-09-28,2014,9,39,NA,NA,NA,NA,NA,62200,NA,0,1,17,NA
2014-09-27,2014,9,39,405.74,402.92,402.7,403.22,10568.42,66942,NA,0,0,17,NA
2014-09-26,2014,9,39,407.6,407.28,406.3,407.05,19322.27,73278,NA,0,1,17,NA
2014-09-25,2014,9,39,414.79,413.77,412.6,413.8,24259.4,77564,NA,0,0,17,NA
2014-09-24,2014,9,39,427.4,424.19,423.21,423.52,24430.35,81104,NA,0,0,17,NA
2014-09-23,2014,9,39,407.4,437.62,435.38,437.08,44735.14,71140,NA,3,2,17,NA
2014-09-22,2014,9,38,401.21,404.3,403.91,403.46,24600.17,68526,NA,0,0,17,NA
2014-09-21,2014,9,38,401.61,394.56,393.76,394.79,22888.59,63151,NA,0,0,17,NA
2014-09-20,2014,9,38,409.52,408.02,407.91,408.04,34540.11,62315,NA,0,0,17,NA
2014-09-19,2014,9,38,408.67,396.48,395.85,397.28,46326.04,71627,NA,2,0,17,NA
2014-09-18,2014,9,38,441.78,425.92,425.11,426.21,38770.68,79754,NA,0,1,17,NA
2014-09-17,2014,9,38,461.38,449.32,448.43,449.15,21294.02,79784,NA,0,0,17,NA
2014-09-16,2014,9,38,473.44,467.28,465.98,467.34,12807.24,89326,NA,0,1,17,NA
2014-09-15,2014,9,37,477.79,478.56,478.05,478.51,16686.49,74142,NA,0,1,17,NA
2014-09-14,2014,9,37,479.74,478.32,477.79,478.58,10869.22,66033,NA,0,0,17,NA
2014-09-13,2014,9,37,478.89,481.45,480.5,480.8,19469.8,62609,NA,0,0,17,NA
2014-09-12,2014,9,37,477.54,477.06,476.2,477.03,15328.71,66303,NA,2,0,17,NA
2014-09-11,2014,9,37,479,479.44,478.88,479.35,19476.71,67673,NA,2,0,17,NA
2014-09-10,2014,9,37,471.48,477.13,476.43,476.61,26165.81,76417,NA,1,0,17,NA
2014-09-09,2014,9,37,NA,NA,NA,NA,NA,79868,NA,1,0,17,NA
2014-09-08,2014,9,36,474.11,472.19,471.87,472.37,39983.98,71754,NA,0,0,18,NA
2014-09-07,2014,9,36,487.87,484.84,484.41,484.87,7475.08,59519,NA,0,1,18,NA
2014-09-06,2014,9,36,487.5,488.73,487.87,487.77,10164.51,67529,NA,0,0,18,NA
2014-09-05,2014,9,36,488.35,484.89,483.8,485.13,15243.33,67048,NA,0,0,18,NA
2014-09-04,2014,9,36,485.87,492.06,490.98,490.99,28092.05,70940,NA,3,0,18,NA
2014-09-03,2014,9,36,482.6,483.94,482.78,483.28,8647.77,72036,NA,0,1,18,NA
2014-09-02,2014,9,36,478.81,480.11,479.94,480.16,24825.36,71539,NA,0,1,18,NA
2014-09-01,2014,9,35,479.95,482.02,480.61,481.58,21520.37,66205,NA,3,0,17,NA
2014-08-31,2014,8,35,491.16,480.63,480.23,481,72254.08,59751,NA,0,0,17,NA
2014-08-30,2014,8,35,505.44,501.33,500.69,501.37,11404.63,63834,NA,0,1,17,NA
2014-08-29,2014,8,35,508.73,509.15,508.64,508.65,16826.56,67664,NA,2,0,17,NA
2014-08-28,2014,8,35,512.33,507.82,507.27,508,19030.17,69208,NA,3,1,17,NA
2014-08-27,2014,8,35,515.9,515.46,514.48,514.41,20552.4,74318,NA,0,0,17,NA
2014-08-26,2014,8,35,508.63,510.03,509.38,509.46,23554.3,73919,NA,1,0,17,NA
2014-08-25,2014,8,34,504.92,504.2,503.62,505.31,19354.83,66411,NA,0,0,15,NA
2014-08-24,2014,8,34,504.48,511.41,510.04,510.94,17970.2,55023,NA,0,0,15,NA
2014-08-23,2014,8,34,507.06,499.6,498.62,499.98,23945.38,60189,NA,0,1,15,NA
2014-08-22,2014,8,34,514.54,517.78,517.02,517.73,38928.49,68234,NA,2,0,15,NA
2014-08-21,2014,8,34,520.26,523.42,522.61,521.42,45465.93,75470,NA,1,0,15,NA
2014-08-20,2014,8,34,487.27,509.55,509.36,508.77,43439.47,73098,NA,0,0,15,NA
2014-08-19,2014,8,34,471.39,480.48,479.49,479.85,38426.74,75458,NA,2,0,15,NA
2014-08-18,2014,8,33,475.66,452.86,451.68,453.27,68323.44,67980,NA,0,1,18,NA
2014-08-17,2014,8,33,506.6,489.89,489.55,490.67,21062.18,59319,NA,0,0,18,NA
2014-08-16,2014,8,33,500.43,518.8,517.48,518.37,23053.95,75339,NA,0,0,18,NA
2014-08-15,2014,8,33,506.9,497.05,496.47,497.51,32318.34,69698,NA,1,1,18,NA
2014-08-14,2014,8,33,520.16,505.66,505.15,506.4,54483.97,81193,NA,2,0,18,NA
2014-08-13,2014,8,33,554.48,543.69,542.82,544.83,32388.31,75011,NA,3,0,18,NA
2014-08-12,2014,8,33,571.95,569.47,568.83,569.54,14894.58,78844,NA,0,0,18,NA
2014-08-11,2014,8,32,586.69,575.63,574.6,575.31,14133.37,70184,NA,4,0,19,NA
2014-08-10,2014,8,32,591.23,590.37,589.29,590.14,4456.42,58486,NA,0,0,19,NA
2014-08-09,2014,8,32,590.21,590.1,589.42,590.64,5831.66,62960,NA,0,0,19,NA
2014-08-08,2014,8,32,592.38,593.99,592.94,593.8,8387.43,69125,NA,0,0,19,NA
2014-08-07,2014,8,32,586.23,590.32,589.67,588.76,12024.46,70732,NA,1,0,19,NA
2014-08-06,2014,8,32,587.2,585.53,584.93,585.89,8909.07,78820,NA,0,0,19,NA
2014-08-05,2014,8,32,NA,NA,NA,NA,NA,72928,NA,1,2,19,NA
2014-08-04,2014,8,31,586.85,588.03,587.65,587.91,7460.06,63052,NA,0,0,16,NA
2014-08-03,2014,8,31,NA,NA,NA,NA,NA,52550,NA,0,0,16,NA
2014-08-02,2014,8,31,592,594.71,593.77,592.3,16097.09,59888,NA,0,0,16,NA
2014-08-01,2014,8,31,NA,NA,NA,NA,NA,69283,NA,0,0,16,NA
2014-07-31,2014,7,31,572.32,586.51,585.27,585.73,22418.06,67721,NA,1,0,16,NA
2014-07-30,2014,7,31,579.46,563.65,562.36,565.12,13698.84,64442,NA,1,0,16,NA
2014-07-29,2014,7,31,584.63,585.57,584.45,586.22,9353.81,64697,NA,0,1,16,NA
2014-07-28,2014,7,30,583.18,586.49,585.62,586.9,20330.17,59561,NA,3,0,16,NA
2014-07-27,2014,7,30,595.55,594.8,594.13,594.77,5843.82,53055,NA,0,0,16,NA
2014-07-26,2014,7,30,597.6,595.89,595.62,596.46,9102.94,57528,NA,0,0,16,NA
2014-07-25,2014,7,30,601.3,601.56,600.59,601.79,9607.14,63135,NA,0,0,16,NA
2014-07-24,2014,7,30,611.12,598.78,598.4,600.07,19769.88,64815,NA,0,0,16,NA
2014-07-23,2014,7,30,622.7,620.68,619.66,619.72,9990.84,68901,NA,1,0,16,NA
2014-07-22,2014,7,30,623.47,622.11,620.91,622.78,9069.16,66921,NA,0,0,16,NA
2014-07-21,2014,7,29,621.58,622.23,621.12,622.33,11683.66,61580,NA,1,0,17,NA
2014-07-20,2014,7,29,628.38,624.34,622.84,625.07,5659.38,54742,NA,0,0,17,NA
2014-07-19,2014,7,29,628.67,631.04,629.86,631.27,6944.6,58490,NA,0,0,17,NA
2014-07-18,2014,7,29,627.85,628.79,627.71,628.01,12837.8,62427,NA,1,0,17,NA
2014-07-17,2014,7,29,619.67,624.79,624.16,623.2,16535.62,68638,NA,1,0,17,NA
2014-07-16,2014,7,29,620.75,617.57,616.92,617.34,12954.49,67767,NA,1,0,17,NA
2014-07-15,2014,7,29,624.03,623.75,622.19,622.57,10681.79,69471,NA,0,0,17,NA
2014-07-14,2014,7,28,623.86,622.44,621.47,622.1,11172.81,59877,NA,0,1,17,NA
2014-07-13,2014,7,28,631.93,629.51,628.56,629.14,9270.69,53123,NA,0,0,17,NA
2014-07-12,2014,7,28,633.74,634.47,634.27,634.84,11061.83,54181,NA,0,0,17,NA
2014-07-11,2014,7,28,623.06,632.86,631.39,632.87,14109.01,59949,NA,0,1,17,NA
2014-07-10,2014,7,28,620.52,618.46,617.15,618.24,15881.03,64146,NA,0,0,17,NA
2014-07-09,2014,7,28,625.92,626.36,625.57,625.98,9182.95,70745,NA,2,0,17,NA
2014-07-08,2014,7,28,624.1,627.18,625.79,626.62,9236.66,70042,NA,0,0,17,NA
2014-07-07,2014,7,27,629.41,622.83,621.41,622.62,17781.89,59986,NA,1,0,16,NA
2014-07-06,2014,7,27,634.6,634.14,633.21,633.68,9548.11,53366,NA,0,0,16,NA
2014-07-05,2014,7,27,630.65,629.25,628.02,628.8,8405.03,48515,NA,0,1,16,NA
2014-07-04,2014,7,27,639.31,630.65,628.69,630.09,19834.83,61901,NA,4,1,16,NA
2014-07-03,2014,7,27,645.99,641.89,640.51,641.74,16063.34,63272,NA,1,0,16,NA
2014-07-02,2014,7,27,646.26,648.06,647.07,647.44,23584.86,67724,NA,5,0,16,NA
2014-07-01,2014,7,27,649.27,648.09,646.45,648.11,39215.96,71054,NA,7,0,16,NA
2014-06-30,2014,6,26,617.13,639.73,638.31,639.1,53279.49,62009,NA,4,1,17,NA
2014-06-29,2014,6,26,596.05,595.67,594.84,595.3,7059.13,52251,NA,0,0,17,NA
2014-06-28,2014,6,26,597.36,599.23,597.22,599.28,19482.74,56883,NA,1,0,17,NA
2014-06-27,2014,6,26,583.63,584.87,583.75,582.74,22401.77,62721,NA,3,0,17,NA
2014-06-26,2014,6,26,571.09,574.71,573.79,574,18094.51,62354,NA,0,0,17,NA
2014-06-25,2014,6,26,572.8,565.11,563.94,563.92,29639.09,63760,NA,0,1,17,NA
2014-06-24,2014,6,26,591.72,588.56,587.73,587.86,13682.55,64766,NA,2,0,17,NA
2014-06-23,2014,6,25,593.12,591.1,589.2,590.25,16587.66,56648,NA,1,1,16,NA
2014-06-22,2014,6,25,600.69,600.55,599.3,600.6,13588.58,50429,NA,0,0,16,NA
2014-06-21,2014,6,25,593.09,594.93,593.36,593.94,11649.77,51831,NA,0,1,16,NA
2014-06-20,2014,6,25,594.26,594.74,592.84,593.73,25992.73,59884,NA,0,0,16,NA
2014-06-19,2014,6,25,606.64,598.09,597.23,597.87,17046.04,62320,NA,1,0,16,NA
2014-06-18,2014,6,25,609.5,607.22,606.67,607.06,24293,66992,NA,1,1,16,NA
2014-06-17,2014,6,25,597.98,609.78,608.36,610.21,21724.16,67270,NA,1,0,16,NA
2014-06-16,2014,6,24,595.47,597.14,596.1,596.15,44106.91,65347,NA,0,0,19,NA
2014-06-15,2014,6,24,565.11,573.2,570.63,571.12,28182.63,53782,NA,1,0,19,NA
2014-06-14,2014,6,24,579.32,564,561.96,563.92,50821.8,58961,NA,0,0,19,NA
2014-06-13,2014,6,24,596.95,597.07,594.86,596.9,74246.61,65091,NA,2,0,19,NA
2014-06-12,2014,6,24,628.19,590.35,588.03,588.68,49499.69,61583,NA,5,0,19,NA
2014-06-11,2014,6,24,646.77,631.16,629.53,629.54,26447.09,61611,NA,0,1,19,NA
2014-06-10,2014,6,24,652.74,652.96,651.74,652.33,20280.92,65460,NA,0,1,19,NA
2014-06-09,2014,6,23,650.61,647.2,645.85,647.78,21265.3,56017,NA,0,0,20,NA
2014-06-08,2014,6,23,656.03,655.72,655.11,655.78,9171.53,47730,NA,0,0,20,NA
2014-06-07,2014,6,23,652.69,655.8,654.7,654.44,18518.36,53216,NA,0,0,20,NA
2014-06-06,2014,6,23,656.6,654.13,653.35,653.7,19596.89,64859,NA,0,0,20,NA
2014-06-05,2014,6,23,650.5,660.4,657.99,660.28,31303.66,66695,NA,0,0,20,NA
2014-06-04,2014,6,23,643.51,643.76,642.87,644.15,44000.64,66435,NA,0,0,20,NA
2014-06-03,2014,6,23,NA,NA,NA,NA,NA,69911,NA,6,0,20,NA
2014-06-02,2014,6,22,NA,NA,NA,NA,NA,61179,NA,0,1,19,NA
2014-06-01,2014,6,22,641.14,644.74,642.1,643.12,52941.8,52976,NA,0,1,19,NA
2014-05-31,2014,5,22,615.78,619.94,617.78,618.16,17554.65,55166,NA,0,0,19,NA
2014-05-30,2014,5,22,595.52,621.51,620.22,620.08,36536.78,66935,NA,0,0,19,NA
2014-05-29,2014,5,22,568.37,569.05,567.75,568.01,25857.58,65930,NA,2,0,19,NA
2014-05-28,2014,5,22,571.79,571.31,569.66,570.33,25077.11,72377,NA,1,0,19,NA
2014-05-27,2014,5,22,574.33,575.03,574.48,574.9,52429.3,67040,NA,2,1,19,NA
2014-05-26,2014,5,21,578.68,581.31,580.06,580.65,41675.68,65795,NA,0,0,20,NA
2014-05-25,2014,5,21,555.87,568.75,567.41,567.09,67112.16,53928,NA,0,0,20,NA
2014-05-24,2014,5,21,520.29,523.99,522.77,523.26,17899.12,58146,NA,0,0,20,NA
2014-05-23,2014,5,21,527.62,525.78,524.33,524.57,53566.37,74593,NA,0,1,20,NA
2014-05-22,2014,5,21,505.79,523.6,522.17,522.51,46622.91,71026,NA,2,0,20,NA
2014-05-21,2014,5,21,490.77,491.75,490.58,491.04,24152.08,71120,NA,0,1,20,NA
2014-05-20,2014,5,21,461.12,484.12,482.57,482.65,68580.21,69552,NA,0,0,20,NA
2014-05-19,2014,5,20,444.39,445.27,444.7,444.5,10817.9,60368,NA,2,0,18,NA
2014-05-18,2014,5,20,445.52,444.93,444.32,444.55,4559.27,50661,NA,0,0,18,NA
2014-05-17,2014,5,20,448.18,446.9,445.89,447.12,4603.01,55577,NA,1,0,18,NA
2014-05-16,2014,5,20,447.03,448.47,447.33,447.88,9865.7,68893,NA,3,1,18,NA
2014-05-15,2014,5,20,446.67,447.28,446.27,446.88,13519.91,72761,NA,0,0,18,NA
2014-05-14,2014,5,20,443.19,447.09,446.74,446.3,15042.94,70031,NA,0,1,18,NA
2014-05-13,2014,5,20,439.4,439.92,438.84,440.2,13440.57,70672,NA,3,0,18,NA
2014-05-12,2014,5,19,438.62,441.46,440.45,440.33,12699.49,70064,NA,2,0,17,NA
2014-05-11,2014,5,19,446.17,437.35,436.82,437.76,26384.69,51666,NA,0,0,17,NA
2014-05-10,2014,5,19,450.9,453.3,452.65,453.32,8854.27,59795,NA,0,0,17,NA
2014-05-09,2014,5,19,NA,NA,NA,NA,NA,67693,NA,3,1,17,NA
2014-05-08,2014,5,19,442.04,440.41,439.09,439.76,17584.12,68393,NA,3,1,17,NA
2014-05-07,2014,5,19,434.86,443.57,442.95,443.09,32923.35,70424,NA,0,0,17,NA
2014-05-06,2014,5,19,429.04,429.55,427.92,428.47,22979.45,76736,NA,0,1,17,NA
2014-05-05,2014,5,18,432.45,431.81,431.32,432.37,19664.01,63433,NA,1,0,18,NA
2014-05-04,2014,5,18,434.79,435.49,434.57,435.17,10398.82,51251,NA,0,0,18,NA
2014-05-03,2014,5,18,441.96,438.62,437.8,438.59,20035.97,56112,NA,0,0,18,NA
2014-05-02,2014,5,18,449.92,447.6,446.66,447.93,17763.22,60401,NA,1,1,18,NA
2014-05-01,2014,5,18,453.18,458.32,456.47,457.12,23841.5,60910,NA,1,1,18,NA
2014-04-30,2014,4,18,445.32,448.05,446.85,447.41,25256.94,63947,NA,1,1,18,NA
2014-04-29,2014,4,18,443.7,445.35,444.56,444.38,30219.54,64207,NA,7,1,18,NA
2014-04-28,2014,4,17,436.1,445.44,444.31,445.36,44436.61,62886,NA,0,1,18,NA
2014-04-27,2014,4,17,453.46,444.4,443.65,443.92,18120.15,50392,NA,0,0,18,NA
2014-04-26,2014,4,17,456.6,458.05,457.05,457.44,21931.97,58437,NA,0,0,18,NA
2014-04-25,2014,4,17,466.8,461.32,460.35,460.89,82647.18,78038,NA,1,0,18,NA
2014-04-24,2014,4,17,488.78,496.1,495.23,495.11,16728.18,67659,NA,3,1,18,NA
2014-04-23,2014,4,17,488.63,490.45,489.71,490.54,15586.34,72147,NA,1,0,18,NA
2014-04-22,2014,4,17,493.34,487.68,485.91,487.74,19330.23,73292,NA,2,0,18,NA
2014-04-21,2014,4,16,499.55,494.27,493.52,494.48,23640.75,57961,NA,3,0,20,NA
2014-04-20,2014,4,16,501.7,495.93,494.22,495.12,16730.35,49394,NA,1,0,20,NA
2014-04-19,2014,4,16,491.08,502.5,501.56,502.11,30558.57,56685,NA,0,2,20,NA
2014-04-18,2014,4,16,485.42,NA,NA,NA,32004.42,56600,NA,4,0,20,NA
2014-04-17,2014,4,16,504.83,502.44,501.63,502.89,57953.96,67212,NA,4,0,20,NA
2014-04-16,2014,4,16,515.49,534.38,532.78,533.07,88542.05,68402,NA,5,0,20,NA
2014-04-15,2014,4,16,486.85,494.04,492.92,492.36,81578.85,74882,NA,2,0,20,NA
2014-04-14,2014,4,15,445.59,NA,NA,NA,94188.12,64331,NA,4,0,22,NA
2014-04-13,2014,4,15,415.41,NA,NA,NA,47557.75,49420,NA,0,1,22,NA
2014-04-12,2014,4,15,424.79,NA,NA,NA,39776.88,51907,NA,0,0,22,NA
2014-04-11,2014,4,15,403.02,NA,NA,NA,131367.54,66874,NA,7,0,22,NA
2014-04-10,2014,4,15,408.25,NA,NA,NA,135210.85,69074,NA,4,1,22,NA
2014-04-09,2014,4,15,449.19,NA,NA,NA,23264.93,64278,NA,1,2,22,NA
2014-04-08,2014,4,15,452.2,NA,NA,NA,18278.9,70101,NA,1,0,22,NA
2014-04-07,2014,4,14,454.27,NA,NA,NA,28821.66,62222,NA,1,1,25,NA
2014-04-06,2014,4,14,460.59,NA,NA,NA,16659.23,47456,NA,0,0,25,NA
2014-04-05,2014,4,14,453.05,NA,NA,NA,22202.22,59610,NA,0,0,25,NA
2014-04-04,2014,4,14,444.67,NA,NA,NA,39286.65,65578,NA,1,0,25,NA
2014-04-03,2014,4,14,434.93,NA,NA,NA,74799.24,67292,NA,1,0,25,NA
2014-04-02,2014,4,14,467.04,NA,NA,NA,97003.55,66756,NA,2,1,25,NA
2014-04-01,2014,4,14,476.87,NA,NA,NA,63306.79,64692,NA,3,0,25,NA
2014-03-31,2014,3,13,458.09,NA,NA,NA,59826.55,63096,NA,2,0,25,NA
2014-03-30,2014,3,13,471.09,NA,NA,NA,80698.83,55333,NA,0,0,25,NA
2014-03-29,2014,3,13,500.07,NA,NA,NA,16356.33,54949,NA,1,0,25,NA
2014-03-28,2014,3,13,503.01,NA,NA,NA,91621.98,69155,NA,1,1,25,NA
2014-03-27,2014,3,13,543.82,NA,NA,NA,109159.77,70940,NA,0,1,25,NA
2014-03-26,2014,3,13,581.52,NA,NA,NA,22495.02,69897,NA,5,0,25,NA
2014-03-25,2014,3,13,578.68,NA,NA,NA,18790.04,72484,NA,5,0,25,NA
2014-03-24,2014,3,12,564.73,NA,NA,NA,30156.82,67382,NA,3,0,29,NA
2014-03-23,2014,3,12,565.22,NA,NA,NA,13391.03,56822,NA,0,0,29,NA
2014-03-22,2014,3,12,564.65,NA,NA,NA,24897.92,69139,NA,1,0,29,NA
2014-03-21,2014,3,12,583.54,NA,NA,NA,52998.17,73981,NA,4,0,29,NA
2014-03-20,2014,3,12,589.44,NA,NA,NA,28301.72,72117,NA,3,0,29,NA
2014-03-19,2014,3,12,611.73,NA,NA,NA,16447.26,67419,NA,3,0,29,NA
